LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 7.17338003502627, 14.34676007005254, 0.5604203152364273, 1.9523355576739752, 7.809342230695901, 16.0,
